token_address,from_address,to_address,value,transaction_index,transaction_hash,block_number,reserve_data
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0x51c72848c68a965f66fa7a88855f9f7784502a7f,137128015951256457589,0,0xa370bad2c09107195e1cebb02002301b30df9a6482fd5254db4238ae8faa44e5,22029755,0x00000000000000000000000000000000000000000000000000026281c0dab4380000000000000000000000000000000000000000000049a87979da80862e4403
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,264656377191,0,0xa370bad2c09107195e1cebb02002301b30df9a6482fd5254db4238ae8faa44e5,22029755,0x00000000000000000000000000000000000000000000000000026281c0dab4380000000000000000000000000000000000000000000049a87979da80862e4403
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3b55732f6d3997a7d44a041b8496e1a60712a35f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,68608303061743000000,1,0x93a36eba549c1dbdcb9f7edc7ac92f330459aa8eba121c03aabab9db411d4547,22029755,
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x52aa899454998be5b000ad077a46bbe360f4e497,132425847775,1,0x93a36eba549c1dbdcb9f7edc7ac92f330459aa8eba121c03aabab9db411d4547,22029755,
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x11b815efb8f581194ae79006d24e0d814b7697f6,0x51c72848c68a965f66fa7a88855f9f7784502a7f,46187629976765368388,2,0x4a60cc7b72627953edecf1e641a2eef0819775e0933f741236cc9d2a3073103d,22029755,0x00000000000000000000000000000000000000000000127cbbb2c9a75f21a9b40000000000000000000000000000000000000000000000000000994a57c5662c
0xdac17f958d2ee523a2206206994597c13d831ec7,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x11b815efb8f581194ae79006d24e0d814b7697f6,89165371328,2,0x4a60cc7b72627953edecf1e641a2eef0819775e0933f741236cc9d2a3073103d,22029755,0x00000000000000000000000000000000000000000000127cbbb2c9a75f21a9b40000000000000000000000000000000000000000000000000000994a57c5662c
0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x1f2f10d1c40777ae1da742455c65828ff36df387,75,3,0x010960f3d26cf9bfd57aaf41242eecccf24d80e9a5fd90f966d9c52f53b9b72a,22029755,0x000000000000000000000000000000000000000000000000000277b6c076e63c00000000000000000000000000000000000000000000000000000004926c7285
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0x1f2f10d1c40777ae1da742455c65828ff36df387,17406587876057022465,3,0x010960f3d26cf9bfd57aaf41242eecccf24d80e9a5fd90f966d9c52f53b9b72a,22029755,0x000000000000000000000000000000000000000000000000000277b6c076e63c00000000000000000000000000000000000000000000000000000004926c7285
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0xe0554a476a092703abdb3ef35c80e0d76d32939f,33699760878,3,0x010960f3d26cf9bfd57aaf41242eecccf24d80e9a5fd90f966d9c52f53b9b72a,22029755,0x000000000000000000000000000000000000000000000000000277b6c076e63c00000000000000000000000000000000000000000000000000000004926c7285
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x13272aadbc7573594e98191b6502023938907fff,0x1f2f10d1c40777ae1da742455c65828ff36df387,67528236,3,0x010960f3d26cf9bfd57aaf41242eecccf24d80e9a5fd90f966d9c52f53b9b72a,22029755,0x000000000000000000000000000000000000000000000000000277b6c076e63c00000000000000000000000000000000000000000000000000000004926c7285
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x06cd6245156c3608ae67d690c125e86a8bc6a88c,67287903,3,0x010960f3d26cf9bfd57aaf41242eecccf24d80e9a5fd90f966d9c52f53b9b72a,22029755,0x000000000000000000000000000000000000000000000000000277b6c076e63c00000000000000000000000000000000000000000000000000000004926c7285
0x9e18d5bab2fa94a6a95f509ecb38f8f68322abd3,0x06cd6245156c3608ae67d690c125e86a8bc6a88c,0x13272aadbc7573594e98191b6502023938907fff,2387572517205,3,0x010960f3d26cf9bfd57aaf41242eecccf24d80e9a5fd90f966d9c52f53b9b72a,22029755,0x000000000000000000000000000000000000000000000000000277b6c076e63c00000000000000000000000000000000000000000000000000000004926c7285
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xfc99f58a8974a4bc36e60e2d490bb8d72899ee9f,0xa28062bd708ce49e9311d6293def7df63f2b0816,1440509,4,0x69d4688190fee6d2e45cbf52447c40ea555f6230a56aaa6eef95aa6ef1172b5c,22029755,0x000000000000000000000000000000000000000000000000000007484a63a11c0000000000000000000000000000000000000000000000df2b8bee55a393d54c
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0x7d0ccaa3fac1e5a943c5168b6ced828691b46b36,1023975492352456276,4,0x69d4688190fee6d2e45cbf52447c40ea555f6230a56aaa6eef95aa6ef1172b5c,22029755,0x000000000000000000000000000000000000000000000000000007484a63a11c0000000000000000000000000000000000000000000000df2b8bee55a393d54c
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xfc99f58a8974a4bc36e60e2d490bb8d72899ee9f,0xe0554a476a092703abdb3ef35c80e0d76d32939f,1991327599,4,0x69d4688190fee6d2e45cbf52447c40ea555f6230a56aaa6eef95aa6ef1172b5c,22029755,0x000000000000000000000000000000000000000000000000000007484a63a11c0000000000000000000000000000000000000000000000df2b8bee55a393d54c
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7d0ccaa3fac1e5a943c5168b6ced828691b46b36,0x5703b683c7f928b721ca95da988d73a3299d4757,1023975492352456276,4,0x69d4688190fee6d2e45cbf52447c40ea555f6230a56aaa6eef95aa6ef1172b5c,22029755,0x000000000000000000000000000000000000000000000000000007484a63a11c0000000000000000000000000000000000000000000000df2b8bee55a393d54c
0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x1f2f10d1c40777ae1da742455c65828ff36df387,75,5,0x2e76fadb383cbdce54a191598f73de71644ad375befaac8ae7257da49bd386ea,22029755,0x00000000000000000000000000000000000000000000000000000740712175db0000000000000000000000000000000000000000000000e01d165ea9eeddf885
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xe0554a476a092703abdb3ef35c80e0d76d32939f,0x1f2f10d1c40777ae1da742455c65828ff36df387,33709763393,5,0x2e76fadb383cbdce54a191598f73de71644ad375befaac8ae7257da49bd386ea,22029755,0x00000000000000000000000000000000000000000000000000000740712175db0000000000000000000000000000000000000000000000e01d165ea9eeddf885
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0xe0554a476a092703abdb3ef35c80e0d76d32939f,17406587876057022464,5,0x2e76fadb383cbdce54a191598f73de71644ad375befaac8ae7257da49bd386ea,22029755,0x00000000000000000000000000000000000000000000000000000740712175db0000000000000000000000000000000000000000000000e01d165ea9eeddf885
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,0x51c72848c68a965f66fa7a88855f9f7784502a7f,4504183189731655007,6,0xa0cff400f048be88e13d01e3420d264526070d0756c7fd109faf3eb74f840b3f,22029755,0x00000000000000000000000000000000000000000000014232ddba2d5807002900000000000000000000000000000000000000000000000000000a7081bd3a0e
0xdac17f958d2ee523a2206206994597c13d831ec7,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,8692710489,6,0xa0cff400f048be88e13d01e3420d264526070d0756c7fd109faf3eb74f840b3f,22029755,0x00000000000000000000000000000000000000000000014232ddba2d5807002900000000000000000000000000000000000000000000000000000a7081bd3a0e
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,0x51c72848c68a965f66fa7a88855f9f7784502a7f,3321327537219130467,7,0x59f4e9420655656a6df93fe573eb97516e8fd24f8b12d2cc767b1dcb57edb415,22029755,0x0000000000000000000000000000000000000000001de4d0ee5ab94d09d0287600000000000000000000000000000000000000000000017f793260f6563bc97b
0x57e114b691db790c35207b2e685d4a43181e6061,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,17011345174812434628608,7,0x59f4e9420655656a6df93fe573eb97516e8fd24f8b12d2cc767b1dcb57edb415,22029755,0x0000000000000000000000000000000000000000001de4d0ee5ab94d09d0287600000000000000000000000000000000000000000000017f793260f6563bc97b
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x60594a405d53811d3bc4766596efd80fd545a270,0x51c72848c68a965f66fa7a88855f9f7784502a7f,1894779688967522291,8,0x1c8905733624e64fbf1eab7827e13d718fabd954c0c84d4b9947496ca1bf0d34,22029755,0x00000000000000000000000000000000000000000005f78566e2f8762eebac5f0000000000000000000000000000000000000000000000ca9bd854fa62c082bc
0x6b175474e89094c44da98b954eedeac495271d0f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x60594a405d53811d3bc4766596efd80fd545a270,3656998217785896075264,8,0x1c8905733624e64fbf1eab7827e13d718fabd954c0c84d4b9947496ca1bf0d34,22029755,0x00000000000000000000000000000000000000000005f78566e2f8762eebac5f0000000000000000000000000000000000000000000000ca9bd854fa62c082bc
0xfc85235ef6cc1c08faaf00fa0872fb728fdea1db,0x9808c618d7730fb7fccdd87bedaac4432a97a846,0xfa00839a2536c26bd8b62f7d0fccd8f05ae325aa,12941566631016947734,9,0xd7b0717a9491e67c9e2b1e6757751dc7b7e98b476970e4bd3f5a6e79c099f7b1,22029755,0x00000000000000000000000000000000000000000000000031dff2c70e2892a60000000000000000000000000000000000000000000000081513373360b6b21a
